"key","scientificName","recordedBy","recordNumber","year","eventDate","stateProvince","locality","verbatimLocality","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","elevation","verbatimElevation","habitat","occurrenceRemarks","fieldNotes","dynamicProperties","reproductiveCondition","associatedTaxa","identifiedBy","dateIdentified","typeStatus","preparations","institutionCode","collectionCode"
"5956530392","Metrosideros polymorpha Gaudich.","Stemmermann, R.L.; Luce, L.","7144",1987,"1987-05-17","Hawaii","10th ridge from Waipio along trail to Waimanu",NA,20.116667,-155.6,NA,335,"1100 ft","with pubescent ohia trees","~8 m tree",NA,NA,NA,NA,"Herbst, D.R.; Sohmer, S.H.; Wagner, W.L.","1989-01-01T00:00:00","NotAType",NA,"BISH",NA
"5956701973","Metrosideros polymorpha Gaudich.","Lorence, D.H.; Flynn, T.; de Lappe, R.","5233",1987,"1987-05-15","Hawaii","Waimea Distr., Puu Ka Pele Forest Reserve on western side of Waimea Canyon, just east of Hwy 550",NA,NA,NA,NA,975,"900-1050 m","Steep slopes and open grassy areas, with remnants of dry mixed mesophytic forest of Acacia koa, Metrosideros, and Myrsine.","Low tree 5 m. tall, 20 cm. dbh, crown dense. Flowers with red filaments, yellow anthers. Capsules green. Locally frequent.",NA,NA,NA,NA,"Wagner, W.L.; Herbst, D.R.; Sohmer, S.H.","1989-01-01T00:00:00","NotAType",NA,"BISH",NA
"37574439","Metrosideros tremuloides (A.Heller) Knuth","Ziegler, M.F.","Collector Number: s.n.",1987,"1987-06-02","Hawaii","Waianae Mountains, Mt Kaala along makai side of paved road near culvert 59","[Hawaiian Islands; U.S.A.; O`ahu; Hawai`i; Honolulu; Waianae Mountains, Mt Kaala along makai side of paved road near culvert 59.]",NA,NA,NA,NA,"3000 ft",NA,NA,NA,NA,NA,NA,"W.L.Wagner; D.R.Herbst","1991-01-01T00:00:00",NA,NA,"BPBM","BISH"
"5956406378","Metrosideros polymorpha var. pumila (A.Heller) J.W.Dawson & Stemmerm.","Corn, C.","P-480",1987,"1987-06-01","Hawaii","Pihea Trail",NA,NA,NA,NA,NA,NA,NA,"This specimen apparently was part of an in-loan from DLNR which eventually was gifted to the Museum/K Imada, 29 Aug 2019 // Specimen received w/o collection date but other specimens in this collector's series were all collected on 17 or 19 Jun 1987/K Imada, 04 Sep 2019.",NA,NA,NA,NA,"Thomas, M.K.","2025-01-01T00:00:00","NotAType",NA,"BISH",NA
"5956421521","Metrosideros tremuloides (A.Heller) Knuth","Ziegler, M.F.","s.n.",1987,"1987-06-02","Hawaii","Waianae Mountains, Mt Kaala along makai side of paved road near culvert 59",NA,NA,NA,NA,914,"3000 ft",NA,NA,NA,NA,NA,NA,"Wagner, W.L.; Herbst, D.R.",NA,"NotAType",NA,"BISH",NA
"5956459182","Metrosideros polymorpha Gaudich.","Ziegler, M.F.","s.n.",1987,"1987-06-02","Hawaii","Mt. Ka'ala along paved road near culvert 43, Wai'anae Mts",NA,NA,NA,NA,914,"3000 ft",NA,"Common name Ohi'a lehua",NA,NA,NA,NA,"Wagner, W.L.; Herbst, D.R.",NA,"NotAType",NA,"BISH",NA
"5956571077","Metrosideros polymorpha Gaudich.","Corn, C.","P-404",1987,"1987-06-17","Hawaii","Pihea Trail",NA,NA,NA,NA,NA,NA,NA,"This specimen apparently was part of an in-loan from DLNR which eventually was gifted to the Museum/K Imada, 29 Aug 2019",NA,NA,NA,NA,NA,NA,"NotAType",NA,"BISH",NA
"37568040","Metrosideros polymorpha Gaudich.","Lorence, D.H. Plews, J.H.R.; Wood, K.R; Doyle, M.","Collector Number: 5357",1987,"1987-07-23","Hawaii","Headwaters of the N fork of Wailua River, area called ""The Blue Hole"" of ""The Crater"", just E of Mts Waialeale and Kawaikini;","[Hawaiian Islands; U.S.A.; Kaua`i; Headwaters of the N fork of Wailua River, area called ""The Blue Hole"" of ""The Crater"", just E of Mts Waialeale and Kawaikini;]",NA,NA,NA,NA,"680-700 m","In deep valley surrounded by steep cliffs 1000 meters high laced with waterfalls; low primary vegetation of small, stunted trees 1-2 m tall, numerous pteridophytes, and Gunnera over saturated, rocky ground.","Small tree 1.5 m tall, fruits green. Common locally.",NA,NA,NA,NA,"J.W.Dawson","1997-10-01T00:00:00",NA,NA,"BPBM","BISH"
"37568135","Metrosideros polymorpha Gaudich.","Lorence, D.H. Wagner, W.L.; Perlman, S.; Montgomery, S.","Collector Number: 5424",1987,"1987-07-31","Hawaii","Waiohookalo Stream valley","[Hawaiian Islands; U.S.A.; Moloka`i; Waiohookalo Stream valley]",NA,NA,NA,NA,"100-180 m","Psidium guajava, Syzygium malaccense, Diospyros sandwicensis, Nestegis, Kalanchoe pinnata, Zingiber zerumbet","6-7 m tree, stamens red",NA,NA,NA,NA,"D.R.Herbst; S.H.Sohmer; W.L.Wagner","1989-01-01T00:00:00",NA,NA,"BPBM","BISH"
"5956588572","Metrosideros polymorpha Gaudich.","Lorence, D.H.; Wagner, W.L.; Perlman, S.; Montgomery, S.","5424",1987,"1987-07-31","Hawaii","Waiohookalo Stream valley",NA,21.15774,-156.89864,1458,140,"100-180 m","Psidium guajava, Syzygium malaccense, Diospyros sandwicensis, Nestegis, Kalanchoe pinnata, Zingiber zerumbet","6-7 m tree, stamens red",NA,NA,NA,NA,"Herbst, D.R.; Sohmer, S.H.; Wagner, W.L.","1989-01-01T00:00:00","NotAType",NA,"BISH",NA
"5956601816","Metrosideros polymorpha Gaudich.","Lorence, D.H.; Plews, J.H.R.; Wood, K.R; Doyle, M.","5357",1987,"1987-07-23","Hawaii","Headwaters of the N fork of Wailua River, area called ""The Blue Hole"" of ""The Crater"", just E of Mts Waialeale and Kawaikini;",NA,NA,NA,NA,690,"680-700 m","In deep valley surrounded by steep cliffs 1000 meters high laced with waterfalls; low primary vegetation of small, stunted trees 1-2 m tall, numerous pteridophytes, and Gunnera over saturated, rocky ground.","Small tree 1.5 m tall, fruits green. Common locally.",NA,NA,NA,NA,"Dawson, J.W.",NA,"NotAType",NA,"BISH",NA
"37567661","Metrosideros polymorpha Gaudich.","Wagner, W.L. Lorence, D.","Collector Number: 5757",1987,"1987-08-02","Hawaii","Manuahi Ridge, W and above Pelekunu Valley","[Hawaiian Islands; U.S.A.; Moloka`i; Manuahi ridge, W and above Pelekunu Valley]",NA,NA,NA,NA,"440 m","wet; Psychotria, Cheirodendron, Ilex, Hedyotis terminalis, Coprosma, Perrottetia, Labordia waiolani, Diospyros sandwicensis, Myrsine lessertiana","3 m tree; flower red",NA,NA,NA,NA,"D.R.Herbst; S.H.Sohmer; W.L.Wagner","1989-01-01T00:00:00",NA,NA,"BPBM","BISH"
"37573176","Metrosideros polymorpha Gaudich.","Lorence, D.H. Wagner, W.L.; Perlman, S.; Montgomery, S.","Collector Number: 5456",1987,"1987-08-02","Hawaii","Manuahi ridge, W Pelekunu Valley","[Hawaiian Islands; U.S.A.; Moloka`i; Manuahi ridge, W Pelekunu Valley]",NA,NA,NA,NA,"630-830 m","Psychotria, Ilex, pteridophytes","3.5 m tree, crown dense, flowers in bud with red stamens, fruits green",NA,NA,NA,NA,"D.R.Herbst; S.H.Sohmer; W.L.Wagner","1989-01-01T00:00:00",NA,NA,"BPBM","BISH"
"37573803","Metrosideros polymorpha var. polymorpha","Lorence, D.H. Flynn, T.","Collector Number: 5502",1987,"1987-08-06","Hawaii","N Kona District. Opposite Kaupulehu Preserve, along Mamahaloa Hwy (190) at 12 mi NE of Kailua Kona (by 28 mi marker)","[Hawaiian Islands; U.S.A.; Hawai`i; N Kona District. Opposite Kaupulehu Preserve, along Mamahaloa Hwy (190) at 12 mi NE of Kailua Kona (by 28 mi marker).]",19.7667,-155.917,NA,NA,"630 m","Remnant of dry forest with Diospyros sandwicensis dominant, also Colubrina, Canthium, Nototrichium, etc. with understory of introduced Pennisetum setaceum, over recent (1801) aa lava flow.","Tree 6 m tall, bark flaking, flowers with red filaments and style.",NA,NA,NA,NA,"J.W.Dawson","1997-10-01T00:00:00",NA,NA,"BPBM","BISH"
"1321335250","Metrosideros polymorpha Gaudich.","W. L. Wagner & D. H. Lorence","5757",1987,"1987-08-02","Hawaii","Manuahi Ridge west and above Pelekunu Valley on windward side.",NA,NA,NA,NA,440,NA,NA,NA,NA,NA,NA,NA,"Wagner, W. L., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,NA,NA,"US","US"
"5956295800","Metrosideros waialealae (Rock) Rock","Lorence, D.H.; Wagner, W.L.; Perlman, S.; Montgomery, S","5472",1987,"1987-08-02","Hawaii","Manuahi Ridge (W. side of Pelekunu Valley)",NA,NA,NA,NA,585,"550-620 m","middle parts of steep ridge with primary mesophytic forest dominated by Metrosideros, with Diospyros and Styphelia","Tree 4 m. tall with narrow, gnarled crown. Stamens red. Commonest form, dominant in nearly pure stands on ridge",NA,NA,NA,NA,"Wagner, W.L.; Herbst, D.R.; Sohmer, S.","1989-01-01T00:00:00","NotAType",NA,"BISH",NA
"5956318202","Metrosideros polymorpha Gaudich.","Wagner, W.L.; Lorence, D.","5757",1987,"1987-08-02","Hawaii","Manuahi Ridge, W and above Pelekunu Valley",NA,21.15606,-156.89084,1247,440,"440 m","wet; Psychotria, Cheirodendron, Ilex, Hedyotis terminalis, Coprosma, Perrottetia, Labordia waiolani, Diospyros sandwicensis, Myrsine lessertiana","3 m tree; flower red",NA,NA,NA,NA,"Herbst, D.R.; Sohmer, S.H.; Wagner, W.L.",NA,"NotAType",NA,"BISH",NA
"5956667351","Metrosideros polymorpha var. polymorpha","Lorence, D.H.; Flynn, T.","5502",1987,"1987-08-06","Hawaii","N Kona District. Opposite Kaupulehu Preserve, along Mamahaloa Hwy (190) at 12 mi NE of Kailua Kona (by 28 mi marker)",NA,19.766667,-155.916667,NA,630,"630 m","Remnant of dry forest with Diospyros sandwicensis dominant, also Colubrina, Canthium, Nototrichium, etc. with understory of introduced Pennisetum setaceum, over recent (1801) aa lava flow.","Occasional locally.; Tree 6 m tall, bark flaking, flowers with red filaments and style.",NA,NA,NA,NA,"Dawson, J.W.",NA,"NotAType",NA,"BISH",NA
"5956701992","Metrosideros polymorpha Gaudich.","Lorence, D.H.; Wagner, W.L.; Perlman, S.; Montgomery, S.","5456",1987,"1987-08-02","Hawaii","Manuahi ridge, W Pelekunu Valley",NA,21.15606,-156.89084,1247,730,"630-830 m","Psychotria, Ilex, pteridophytes","3.5 m tree, crown dense, flowers in bud with red stamens, fruits green",NA,NA,NA,NA,"Herbst, D.R.; Sohmer, S.H.; Wagner, W.L.","1989-01-01T00:00:00","NotAType",NA,"BISH",NA
"37573287","Metrosideros waialealae var. waialealae","Lorence, D.H. et al.","Collector Number: 5580",1987,"1987-09-30","Hawaii","jeep track, Alexander Reservoir to base of Mt. Kahili, above Wahiawa Bog","[Hawaiian Islands; U.S.A.; Kaua`i; jeep track, Alexander Reservoir to base of Mt. Kahili, above Wahiawa Bog]",NA,NA,NA,NA,"600-650 m","Syzygium, Cheirodendron","3 m tree, crown dense, petiles reddish or yellow; petals green, stamens and styles red",NA,NA,NA,NA,"D.R.Herbst; S.H.Sohmer; W.L.Wagner","1989-01-01T00:00:00",NA,NA,"BPBM","BISH"
"1319564552","Metrosideros waialealae var. waialealae","D. H. Lorence, T. W. Flynn, R. Koske, J. Gemma & S. Brozowski","5580",1987,"1987-09-30","Hawaii","Koloa Dist, Lihue-Koloa For Res, jeep track from Alexander Reservoir to base of Mt Kahili, above Wahiawa Bog",NA,NA,NA,NA,625,NA,NA,NA,NA,NA,NA,NA,"Lorence, David H., (PTBG), National Tropical Botanical Garden (UNITED STATES)",NA,NA,NA,"US","US"
"5956496898","Metrosideros waialealae var. waialealae","Lorence, D.H.; et al.","5580",1987,"1987-09-30","Hawaii","jeep track, Alexander Reservoir to base of Mt. Kahili, above Wahiawa Bog",NA,NA,NA,NA,625,"600-650 m","Syzygium, Cheirodendron","3 m tree, crown dense, petiles reddish or yellow; petals green, stamens and styles red",NA,NA,NA,NA,"Herbst, D.R.; Sohmer, S.H.; Wagner, W.L.","1989-01-01T00:00:00","NotAType",NA,"BISH",NA
"2418030241","Metrosideros polymorpha Gaudich.","K. R. Stern","8385",1987,"1987-10-22","Hawaii","Island of Oahu. Waialae Nui Ridge.",NA,NA,NA,NA,244,"800ft.","Hawaiian name: ""Ohia lehua""",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHSC","VascularPlants"
"2418033498","Metrosideros polymorpha Gaudich.","K. R. Stern","8371",1987,"1987-10-10","Hawaii","Haunani Rd., Volcano Village.",NA,NA,NA,NA,1219,"4000ft.","Hawaiian name: ""Ohia lehua""",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHSC","VascularPlants"
"37567711","Metrosideros macropus Hook. & Arn.","Takeuchi, W.N. et al.","Collector Number: 3722",1987,"1987-11-22","Hawaii","Kalauao","[Hawaiian Islands; U.S.A.; O`ahu; Kalauao]",NA,NA,NA,NA,"1600 ft","koa, uluhe","yellow flower",NA,NA,NA,NA,"D.R.Herbst; S.H.Sohmer; W.L.Wagner","1989-01-01T00:00:00",NA,NA,"BPBM","BISH"
"37573031","Metrosideros tremuloides (A.Heller) Knuth","Leu, M.","Collector Number: 45",1987,"1987-11-30","Hawaii","Manoa Cliffs trail, slope below","[Hawaiian Islands; U.S.A.; O`ahu; Manoa Cliffs trail, slope below]",NA,NA,NA,NA,"1400-1600 ft",NA,"~10' tree",NA,NA,NA,NA,"D.R.Herbst; S.H.Sohmer; W.L.Wagner","1989-01-01T00:00:00",NA,NA,"BPBM","BISH"
"5956645067","Metrosideros macropus Hook. & Arn.","Takeuchi, W.N.; et al.","3722",1987,"1987-11-22","Hawaii","Kalauao",NA,NA,NA,NA,488,"1600 ft","koa, uluhe","yellow flower",NA,NA,NA,NA,"Herbst, D.R.; Sohmer, S.H.; Wagner, W.L.",NA,"NotAType",NA,"BISH",NA
"5956664376","Metrosideros tremuloides (A.Heller) Knuth","Leu, M.","45",1987,"1987-11-30","Hawaii","Manoa Cliffs trail, slope below",NA,NA,NA,NA,457.5,"1400-1600 ft",NA,"~10' tree",NA,NA,NA,NA,"Herbst, D.R.; Sohmer, S.H.; Wagner, W.L.",NA,"NotAType",NA,"BISH",NA
"37569051","Metrosideros polymorpha Gaudich.","Flynn, T. Lorence, D.H.; Wood, K.R.; Wichman, C.","Collector Number: 2668",1987,"1987-12-10","Hawaii","Hanalei District, Limahuli Valley. W side of ridge seperating Limahuli and Hanakapiai valleys, above waterfall","[Hawaiian Islands; U.S.A.; Kaua`i; Hawai`i; Hanalei District, Limahuli Valley. W side of ridge seperating Limahuli and Hanakapiai valleys, above waterfall.]",NA,NA,NA,NA,"1600 ft-2060 ft","Almost undisturbed low elevation rain forest. Predominantly Metrosideros, Antidesma, Cibotium, and Dicranopteris.",NA,NA,NA,NA,NA,"J.W.Dawson","1997-10-01T00:00:00",NA,NA,"BPBM","BISH"
"37573195","Metrosideros waialealae (Rock) Rock","Flynn, T. Lorence, D.H.; Wood, K.R.; Wichman, C.","Collector Number: 2667",1987,"1987-12-10","Hawaii","Hanalei District, Limahuli Valley. W side of ridge seperating Limahuli and Hanakapiai valleys, above waterfall","[Hawaiian Islands; U.S.A.; Kaua`i; Hawai`i; Hanalei District, Limahuli Valley. W side of ridge seperating Limahuli and Hanakapiai valleys, above waterfall.]",NA,NA,NA,NA,"1600 ft-2060 ft","Almost undisturbed low elevation rain forest. Predominantly Metrosideros, Antidesma, Cibotium, and Dicranopteris.","Small trees of 8-12 ft.",NA,NA,NA,NA,"J.W.Dawson","1997-10-01T00:00:00",NA,NA,"BPBM","BISH"
"5956193450","Metrosideros polymorpha Gaudich.","Flynn, T.W.; Lorence, D.H.; Wood, K.R.; Wichman, C.","2668",1987,"1987-12-10","Hawaii","Hanalei District, Limahuli Valley. W side of ridge seperating Limahuli and Hanakapiai valleys, above waterfall",NA,NA,NA,NA,558,"1600-2060 ft","Almost undisturbed low elevation rain forest. Predominantly Metrosideros, Antidesma, Cibotium, and Dicranopteris.","Dominant tree in upper valley.",NA,NA,NA,NA,"Dawson, J.W.",NA,"NotAType",NA,"BISH",NA
"5956354941","Metrosideros waialealae (Rock) Rock","Flynn, T.W.; Lorence, D.H.; Wood, K.R.; Wichman, C.","2667",1987,"1987-12-10","Hawaii","Hanalei District, Limahuli Valley. W side of ridge seperating Limahuli and Hanakapiai valleys, above waterfall",NA,NA,NA,NA,558,"1600-2060 ft","Almost undisturbed low elevation rain forest. Predominantly Metrosideros, Antidesma, Cibotium, and Dicranopteris.","Occasional along spine of ridge; mixed with M. pol; Small trees of 8-12 ft.",NA,NA,NA,NA,"Dawson, J.W.",NA,"NotAType",NA,"BISH",NA
"37573160","Metrosideros rugosa A.Gray","Takeuchi, W.N.","Collector Number: s.n.",1986,"1986-01","Hawaii","Pupukea-Laie crestline","[Hawaiian Islands; U.S.A.; O`ahu; Hawai`i; Pupukea-Laie crestline.]",NA,NA,NA,NA,"ca. 2100 ft","Dwarfed vegetation.","Cluster of about 10 plants, most fertile.",NA,NA,NA,NA,"W.L.Wagner; D.R.Herbst; S.H.Sohmer","1989-01-01T00:00:00",NA,NA,"BPBM","BISH"
"5956362859","Metrosideros rugosa A.Gray","Takeuchi, W.N.","s.n.",1986,"1986-01-01","Hawaii","Pupukea-Laie crestline",NA,NA,NA,NA,640,"2100 ft","Dwarfed vegetation.","Cluster of about 10 plants, most fertile.",NA,NA,NA,NA,"Wagner, W.L.; Herbst, D.R.; Sohmer, S.H.",NA,"NotAType",NA,"BISH",NA
"37573382","Metrosideros polymorpha Gaudich.","Lau, J. Cory, C.","Collector Number: 1976",1986,"1986-02-10","Hawaii","Honolulu Diamond Head area, the residence of Mr. and Mrs. Charles Pietsch, 3049 Noela Street","[Hawaiian Islands; U.S.A.; O`ahu; Hawai`i; Honolulu Daimond Head area, the residence of Mr. and Mrs. Charles Pietch, 3049 Noela Street.]",NA,NA,NA,NA,"2050 ft",NA,"A tree 2.5 m tall recently transplanted and severely pruned.  Stamens orange red.  Flowers odorless.  In full sun.",NA,NA,NA,NA,"J.W.Dawson","1994-01-01T00:00:00",NA,NA,"BPBM","BISH"
"5956315079","Metrosideros polymorpha Gaudich.","Lau, J.; Cory, C.","1976",1986,"1986-02-10","Hawaii","Honolulu Diamond Head area, the residence of Mr. and Mrs. Charles Pietsch, 3049 Noela Street",NA,NA,NA,NA,625,"2050 ft",NA,"A tree 2.5 m tall recently transplanted and severely pruned. Stamens orange red. Flowers odorless. In full sun.",NA,NA,NA,NA,"Dawson, J.W.","1994-01-01T00:00:00","NotAType",NA,"BISH",NA
"1090239557","Metrosideros Banks ex Gaertn.","Montgomery, S.L.","Collector Number: s.n.",1986,"1986-04-24","Hawaii","NW Lanai, Paomai, W. of Keoneheehee","[Hawaiian Islands; U.S.A.; Lana`i; NW Lanai, Paomai, W. of Keoneheehee]",NA,NA,NA,NA,"1600 ft","Trees in patch of Osmanthus dry forest on W. half of island","Only 2.  8 in dbl.  Many flowers of 1 tree with wide flat pistils.  2nd tree with….",NA,NA,NA,NA,NA,NA,NA,NA,"BPBM","BISH"
"2610079972","Metrosideros collina (Forst.) A.Gray","J. O. Wentworth","12",1986,"1986-04-25","Hawaii","Jeep road to head of Honokane Gulch complex, north of Kahua Ranch, Kohala Mts.",NA,NA,NA,NA,1295.5,"4000-4500ft.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"herbarium sheet","RSA","RSA"
"5956570793","Metrosideros Banks ex Gaertn.","Montgomery, S.L.","s.n.",1986,"1986-04-24","Hawaii","NW Lanai, Paomai, W. of Keoneheehee",NA,NA,NA,NA,488,"1600 ft","Trees in patch of Osmanthus dry forest on W. half of island","Only 2. 8 in dbl. Many flowers of 1 tree with wide flat pistils. 2nd tree with normal flowers grew 10 m away (1 stem collected with 2 blossoms).",NA,NA,NA,NA,NA,NA,"NotAType",NA,"BISH",NA
"6339333356","Metrosideros polymorpha Gaudich.","W. L. Halvorson","86-1",1986,"1986-04-12","Hawaii","Pacific Island, Hawaii Volcanoes National Park; Ohia, Koa forest.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SBBG",NA
"37573749","Metrosideros polymorpha Gaudich.","Takeuchi, W.N. Pyle","Collector Number: 2674",1986,"1986-06-01/1986-06-30","Hawaii","Wailupe, central ridge","[Hawaiian Islands; U.S.A.; O`ahu; Hawai`i; Wailupe, central ridge.]",NA,NA,NA,NA,"800 ft","Arid crestline near the convergence of the two major gulches.","Small tree to 3 m height.",NA,NA,NA,NA,"W.L.Wagner; D.R.Herbst; S.H.Sohmer","1989-01-01T00:00:00",NA,NA,"BPBM","BISH"
"3059676016","Metrosideros kermadecensis W.R.B.Oliv.","Austin Griffiths","s.n.",1986,"1986-06-09","California","Native Sons Wholesale Nursery, Arroyo Grande, CA. Cultivated Plants.",NA,35.08,-120.57,1000,NA,NA,"Cultivated","tree",NA,NA,NA,NA,"D. Kelch 9-15-06",NA,NA,"Standard sheet","CDA",NA
"5956688938","Metrosideros polymorpha Gaudich.","Takeuchi, W.N.; Pyle, L.","2674",1986,"1986-06-01","Hawaii","Wailupe, central ridge",NA,NA,NA,NA,244,"800 ft","Arid crestline near the convergence of the two major gulches.","Field no. Koolau_927.; Small tree to 3 m height.",NA,NA,NA,NA,"Wagner, W.L.; Herbst, D.R.; Sohmer, S.H.",NA,"NotAType",NA,"BISH",NA
"37568163","Metrosideros polymorpha Gaudich.","Takeuchi, W.N. Shimabukuro, K.","Collector Number: 2692",1986,"1986-07-19","Hawaii","Waiakea mauka","[Hawaiian Islands; U.S.A.; Hawai`i; Waiakea mauka.]",19.6,-155.133,NA,NA,"1500 ft","Open clearing in native rainforest.",NA,NA,NA,NA,NA,"W.L.Wagner; D.R.Herbst; S.H.Sohmer","1989-01-01T00:00:00",NA,NA,"BPBM","BISH"
"37568325","Metrosideros polymorpha Gaudich.","Takeuchi, W.N.","Collector Number: 2686",1986,"1986-07-04","Hawaii","Waialae nui","[Hawaiian Islands; U.S.A.; O`ahu; Waialae nui]",NA,NA,NA,NA,"1100 ft","recent burn","small tree",NA,NA,NA,NA,"D.R.Herbst; S.H.Sohmer; W.L.Wagner","1989-01-01T00:00:00",NA,NA,"BPBM","BISH"
"37572794","Metrosideros polymorpha Gaudich.","Takeuchi, W.N.","Collector Number: 2685",1986,"1986-07-04","Hawaii","Waialae nui, burn area","[Hawaiian Islands; U.S.A.; O`ahu; Hawai`i; Waialae nui, burn area.]",NA,NA,NA,NA,"1100 ft","Small tree on arid, windblown slopes in Schinus/Psidium zone.",NA,NA,NA,NA,NA,"D.R.Herbst; S.H.Sohmer; W.L.Wagner","1989-01-01T00:00:00",NA,NA,"BPBM","BISH"
"37573442","Metrosideros polymorpha Gaudich.","Takeuchi, W.N. Pyle, L.; Davis, B.","Collector Number: 2689",1986,"1986-07-12","Hawaii","Kaipapau-Koloa divide","[Hawaiian Islands; U.S.A.; O`ahu; Hawai`i; Kaipapau-Koloa divide.]",NA,NA,NA,NA,NA,"On arid slopes dominated by extremely variable phenotypes of Wikstroemia oahuensis.","Blossom being heavily worked by bees.",NA,NA,NA,NA,"W.L.Wagner; D.R.Herbst; S.H.Sohmer","1989-01-01T00:00:00",NA,NA,"BPBM","BISH"
"37574476","Metrosideros polymorpha Gaudich.","Takeuchi, W.N. Pyle, L.","Collector Number: 2687",1986,"1986-07-01/1986-07-31","Hawaii","Kapakahi","[Hawaiian Islands; U.S.A.; O`ahu; Hawai`i; Kapakahi]",NA,NA,NA,NA,"1200 ft","Arid slopes with Schinus and Diospyros",NA,NA,NA,NA,NA,"N. Snow","2010-09-03T00:00:00",NA,NA,"BPBM","BISH"
"5956137875","Metrosideros polymorpha Gaudich.","Takeuchi, W.N.; Pyle, L.; Davis, B.","2689",1986,"1986-07-12","Hawaii","Kaipapau-Koloa divide",NA,NA,NA,NA,NA,NA,"On arid slopes dominated by extremely variable phenotypes of Wikstroemia oahuensis.","Takeuchi field # Koolau 942b.; Blossom being heavily worked by bees.",NA,NA,NA,NA,"Wagner, W.L.; Herbst, D.R.; Sohmer, S.H.",NA,"NotAType",NA,"BISH",NA
"5956429986","Metrosideros polymorpha Gaudich.","Takeuchi, W.N.; Pyle, L.","2687",1986,"1986-07-01","Hawaii","Kapakahi",NA,NA,NA,NA,366,"1200 ft","Arid slopes with Schinus and Diospyros","field no. Koolau 940a",NA,NA,NA,NA,"Snow, N.",NA,"NotAType",NA,"BISH",NA
"5956430270","Metrosideros polymorpha Gaudich.","Takeuchi, W.N.","2686",1986,"1986-07-04","Hawaii","Waialae nui",NA,NA,NA,NA,335,"1100 ft","recent burn","small tree",NA,NA,NA,NA,"Herbst, D.R.; Sohmer, S.H.; Wagner, W.L.",NA,"NotAType",NA,"BISH",NA
"5956442958","Metrosideros polymorpha Gaudich.","Takeuchi, W.N.","2685",1986,"1986-07-04","Hawaii","Waialae nui, burn area",NA,NA,NA,NA,335,"1100 ft","Small tree on arid, windblown slopes in Schinus/Psidium zone.","field no. Koolau 938",NA,NA,NA,NA,"Herbst, D.R.; Sohmer, S.H.; Wagner, W.L.",NA,"NotAType",NA,"BISH",NA
"5956658914","Metrosideros polymorpha Gaudich.","Takeuchi, W.N.; Shimabukuro, K.","2692",1986,"1986-07-19","Hawaii","Waiakea mauka",NA,19.6,-155.133333,NA,457,"1500 ft","Open clearing in native rainforest.","Takeuchi field no. Hawaii 61b.",NA,NA,NA,NA,"Wagner, W.L.; Herbst, D.R.; Sohmer, S.H.","1989-01-01T00:00:00","NotAType",NA,"BISH",NA
"37567740","Metrosideros polymorpha Gaudich.","Takeuchi, W.N.","Collector Number: 2741",1986,"1986-08-10","Hawaii","Kaipapau, ridge","[Hawaiian Islands; U.S.A.; O`ahu; Kaipapau, ridge]",NA,NA,NA,NA,NA,"Psidium cattleianum","7-8' shrub",NA,NA,NA,NA,"D.R.Herbst; S.H.Sohmer; W.L.Wagner","1989-01-01T00:00:00",NA,NA,"BPBM","BISH"
"37567779","Metrosideros polymorpha Gaudich.","Takeuchi, W.N. Shimabukoro, C.","Collector Number: 2769",1986,"1986-08-22","Hawaii","upper Manini","[Hawaiian Islands; U.S.A.; O`ahu; upper Manini]",NA,NA,NA,NA,"475 m","Styphelia, Bonamia","dwarf shrub",NA,NA,NA,NA,"D.R.Herbst; S.H.Sohmer; W.L.Wagner","1989-01-01T00:00:00",NA,NA,"BPBM","BISH"
"37568975","Metrosideros polymorpha Gaudich.","Takeuchi, W.N. Pyle, L.; S.van der Kloet","Collector Number: 2798",1986,"1986-08-30","Hawaii","Laie","[Hawaiian Islands; U.S.A.; O`ahu; Laie]",NA,NA,NA,NA,"640 m","steep hillside, uluhe","9-10'",NA,NA,NA,NA,"D.R.Herbst; S.H.Sohmer; W.L.Wagner","1989-01-01T00:00:00",NA,NA,"BPBM","BISH"
"37569365","Metrosideros polymorpha Gaudich.","Takeuchi, W.N. Shimabukuro, K.","Collector Number: 2716",1986,"1986-08-02","Hawaii","Kulepiamoa","[Hawaiian Islands; U.S.A.; O`ahu; Kulepiamoa]",NA,NA,NA,NA,"800 ft","edge of landslide scar, arid; Schinus, Psidium","gnarled tree",NA,NA,NA,NA,"D.R.Herbst; S.H.Sohmer; W.L.Wagner","1989-01-01T00:00:00",NA,NA,"BPBM","BISH"
